year,h3_index,unique_id_count
2011-01-01 12:00:00,8a194ad34507fff,1
2011-01-01 12:00:00,8a194ad3466ffff,1
2011-01-01 12:00:00,8a194ad34787fff,1
2011-01-01 12:00:00,8a194ad34a0ffff,1
2011-01-01 12:00:00,8a194ad34c6ffff,1
2011-01-01 12:00:00,8a194ad36517fff,1
2011-01-01 12:00:00,8a194ad36aa7fff,1
2011-01-01 12:00:00,8a194ad95157fff,1
2011-01-01 12:00:00,8a194ada0097fff,1
2011-01-01 12:00:00,8a194ada0187fff,1
2011-01-01 12:00:00,8a194ada029ffff,1
2011-01-01 12:00:00,8a194ada0537fff,2
2011-01-01 12:00:00,8a194ada0c97fff,2
2011-01-01 12:00:00,8a194ada0c9ffff,1
2011-01-01 12:00:00,8a194ada0d27fff,1
2011-01-01 12:00:00,8a194ada2c07fff,1
2011-01-01 12:00:00,8a194ada495ffff,1
2011-01-01 12:00:00,8a194ada4d17fff,1
2011-01-01 12:00:00,8a194ada4db7fff,1
2011-01-01 12:00:00,8a194ada5787fff,1
2011-01-01 12:00:00,8a194ada5b67fff,1
2011-01-01 12:00:00,8a194adb105ffff,1
2011-01-01 12:00:00,8a194adb2127fff,1
2011-01-01 12:00:00,8a194adb6847fff,1
2011-01-01 12:00:00,8a194e68a6f7fff,1
2011-01-01 12:00:00,8a194e68d6b7fff,1
2011-01-01 12:00:00,8a194e69a157fff,1
2011-01-01 12:00:00,8a194e69b507fff,1
2011-01-01 12:00:00,8a194e69dcdffff,1
2011-01-01 12:00:00,8a195da4511ffff,1
2011-01-01 12:00:00,8a195da45187fff,1
2011-01-01 12:00:00,8a195da45b27fff,1
2011-01-01 12:00:00,8a195da49997fff,1
2011-01-01 12:00:00,8a195da4a297fff,1
2011-01-01 12:00:00,8a195da4a2b7fff,1
2011-01-01 12:00:00,8a195da4a61ffff,1
2011-01-01 12:00:00,8a195da4a657fff,1
2011-01-01 12:00:00,8a195da4aaeffff,1
2011-01-01 12:00:00,8a195da4ab97fff,1
2011-01-01 12:00:00,8a195da4bd47fff,1
2011-01-01 12:00:00,8a195da4d057fff,1
2011-01-01 12:00:00,8a195da4d4e7fff,1
2011-01-01 12:00:00,8a195da4d6e7fff,1
2011-01-01 12:00:00,8a195da4d6f7fff,1
2011-01-01 12:00:00,8a195da5ca07fff,1
2011-01-01 12:00:00,8a195da5d8cffff,1
2011-01-01 12:00:00,8a195da5da8ffff,1
2011-01-01 12:00:00,8a195da680a7fff,1
2011-01-01 12:00:00,8a195da6819ffff,1
2011-01-01 12:00:00,8a195da69177fff,1
2011-01-01 12:00:00,8a195da6a75ffff,1
2011-01-01 12:00:00,8a195da6b10ffff,1
2011-01-01 12:00:00,8a195da6b217fff,1
2011-01-01 12:00:00,8a195da6c46ffff,1
2012-01-01 12:00:00,8a194ac35c4ffff,1
2012-01-01 12:00:00,8a194ac35c6ffff,1
2012-01-01 12:00:00,8a194ac36497fff,1
2012-01-01 12:00:00,8a194ad0025ffff,1
2012-01-01 12:00:00,8a194ad006cffff,1
2012-01-01 12:00:00,8a194ad00d0ffff,1
2012-01-01 12:00:00,8a194ad018dffff,1
2012-01-01 12:00:00,8a194ad01c97fff,1
2012-01-01 12:00:00,8a194ad02d2ffff,1
2012-01-01 12:00:00,8a194ad0365ffff,1
2012-01-01 12:00:00,8a194ad03a17fff,1
2012-01-01 12:00:00,8a194ad03b9ffff,1
2012-01-01 12:00:00,8a194ad050a7fff,1
2012-01-01 12:00:00,8a194ad050cffff,1
2012-01-01 12:00:00,8a194ad058cffff,1
2012-01-01 12:00:00,8a194ad06637fff,1
2012-01-01 12:00:00,8a194ad0675ffff,1
2012-01-01 12:00:00,8a194ad0c097fff,1
2012-01-01 12:00:00,8a194ad1011ffff,1
2012-01-01 12:00:00,8a194ad10317fff,1
2012-01-01 12:00:00,8a194ad10497fff,1
2012-01-01 12:00:00,8a194ad10717fff,1
2012-01-01 12:00:00,8a194ad10a47fff,1
2012-01-01 12:00:00,8a194ad10a57fff,1
2012-01-01 12:00:00,8a194ad11077fff,1
2012-01-01 12:00:00,8a194ad11147fff,1
2012-01-01 12:00:00,8a194ad11617fff,1
2012-01-01 12:00:00,8a194ad116d7fff,1
2012-01-01 12:00:00,8a194ad116e7fff,1
2012-01-01 12:00:00,8a194ad118f7fff,1
2012-01-01 12:00:00,8a194ad11c0ffff,1
2012-01-01 12:00:00,8a194ad1209ffff,1
2012-01-01 12:00:00,8a194ad12107fff,1
2012-01-01 12:00:00,8a194ad12137fff,1
2012-01-01 12:00:00,8a194ad1215ffff,1
2012-01-01 12:00:00,8a194ad1285ffff,1
2012-01-01 12:00:00,8a194ad12a47fff,1
2012-01-01 12:00:00,8a194ad12b97fff,1
2012-01-01 12:00:00,8a194ad12d57fff,1
2012-01-01 12:00:00,8a194ad137a7fff,1
2012-01-01 12:00:00,8a194ad13827fff,1
2012-01-01 12:00:00,8a194ad13d8ffff,1
2012-01-01 12:00:00,8a194ad1416ffff,1
2012-01-01 12:00:00,8a194ad1422ffff,1
2012-01-01 12:00:00,8a194ad1425ffff,1
2012-01-01 12:00:00,8a194ad1438ffff,1
2012-01-01 12:00:00,8a194ad1439ffff,1
2012-01-01 12:00:00,8a194ad1455ffff,1
2012-01-01 12:00:00,8a194ad14a0ffff,1
2012-01-01 12:00:00,8a194ad14a17fff,1
2012-01-01 12:00:00,8a194ad14a6ffff,1
2012-01-01 12:00:00,8a194ad14aaffff,1
2012-01-01 12:00:00,8a194ad14acffff,1
2012-01-01 12:00:00,8a194ad14b8ffff,1
2012-01-01 12:00:00,8a194ad14caffff,1
2012-01-01 12:00:00,8a194ad15237fff,1
2012-01-01 12:00:00,8a194ad1538ffff,1
2012-01-01 12:00:00,8a194ad15397fff,1
2012-01-01 12:00:00,8a194ad15b4ffff,1
2012-01-01 12:00:00,8a194ad15ccffff,1
2012-01-01 12:00:00,8a194ad15da7fff,2
2012-01-01 12:00:00,8a194ad1622ffff,1
2012-01-01 12:00:00,8a194ad16467fff,1
2012-01-01 12:00:00,8a194ad1652ffff,1
2012-01-01 12:00:00,8a194ad16557fff,1
2012-01-01 12:00:00,8a194ad16a27fff,2
2012-01-01 12:00:00,8a194ad16b07fff,2
2012-01-01 12:00:00,8a194ad16b0ffff,3
2012-01-01 12:00:00,8a194ad16b17fff,3
2012-01-01 12:00:00,8a194ad16b1ffff,1
2012-01-01 12:00:00,8a194ad16b2ffff,1
2012-01-01 12:00:00,8a194ad16b57fff,1
2012-01-01 12:00:00,8a194ad19427fff,1
2012-01-01 12:00:00,8a194ad1aba7fff,1
2012-01-01 12:00:00,8a194ad1ad9ffff,1
2012-01-01 12:00:00,8a194ad1e107fff,1
2012-01-01 12:00:00,8a194ad1e38ffff,1
2012-01-01 12:00:00,8a194ad1ec1ffff,1
2012-01-01 12:00:00,8a194ad1ecd7fff,1
2012-01-01 12:00:00,8a194ad22017fff,1
2012-01-01 12:00:00,8a194ad23b37fff,1
2012-01-01 12:00:00,8a194ad24177fff,1
2012-01-01 12:00:00,8a194ad2488ffff,1
2012-01-01 12:00:00,8a194ad248affff,2
2012-01-01 12:00:00,8a194ad25097fff,1
2012-01-01 12:00:00,8a194ad2555ffff,1
2012-01-01 12:00:00,8a194ad26547fff,1
2012-01-01 12:00:00,8a194ad2a02ffff,1
2012-01-01 12:00:00,8a194ad2a05ffff,1
2012-01-01 12:00:00,8a194ad2acb7fff,1
2012-01-01 12:00:00,8a194ad2e657fff,1
2012-01-01 12:00:00,8a194ad30147fff,1
2012-01-01 12:00:00,8a194ad3015ffff,1
2012-01-01 12:00:00,8a194ad30867fff,1
2012-01-01 12:00:00,8a194ad30887fff,1
2012-01-01 12:00:00,8a194ad3099ffff,1
2012-01-01 12:00:00,8a194ad30a07fff,1
2012-01-01 12:00:00,8a194ad30a67fff,1
2012-01-01 12:00:00,8a194ad3140ffff,1
2012-01-01 12:00:00,8a194ad31747fff,1
2012-01-01 12:00:00,8a194ad31a0ffff,1
2012-01-01 12:00:00,8a194ad31d97fff,1
2012-01-01 12:00:00,8a194ad321a7fff,1
2012-01-01 12:00:00,8a194ad32267fff,1
2012-01-01 12:00:00,8a194ad322a7fff,1
2012-01-01 12:00:00,8a194ad322affff,1
2012-01-01 12:00:00,8a194ad322f7fff,1
2012-01-01 12:00:00,8a194ad3239ffff,1
2012-01-01 12:00:00,8a194ad32487fff,2
2012-01-01 12:00:00,8a194ad32d27fff,1
2012-01-01 12:00:00,8a194ad3351ffff,1
2012-01-01 12:00:00,8a194ad33547fff,1
2012-01-01 12:00:00,8a194ad3381ffff,1
2012-01-01 12:00:00,8a194ad33c97fff,1
2012-01-01 12:00:00,8a194ad33c9ffff,1
2012-01-01 12:00:00,8a194ad33d5ffff,1
2012-01-01 12:00:00,8a194ad3405ffff,1
2012-01-01 12:00:00,8a194ad3410ffff,1
2012-01-01 12:00:00,8a194ad3432ffff,1
2012-01-01 12:00:00,8a194ad34337fff,1
2012-01-01 12:00:00,8a194ad343affff,1
2012-01-01 12:00:00,8a194ad34467fff,1
2012-01-01 12:00:00,8a194ad3446ffff,1
2012-01-01 12:00:00,8a194ad344affff,1
2012-01-01 12:00:00,8a194ad34507fff,1
2012-01-01 12:00:00,8a194ad3451ffff,1
2012-01-01 12:00:00,8a194ad34537fff,1
2012-01-01 12:00:00,8a194ad34577fff,1
2012-01-01 12:00:00,8a194ad34627fff,3
2012-01-01 12:00:00,8a194ad3471ffff,1
2012-01-01 12:00:00,8a194ad3475ffff,1
2012-01-01 12:00:00,8a194ad34787fff,1
2012-01-01 12:00:00,8a194ad34847fff,1
2012-01-01 12:00:00,8a194ad348dffff,1
2012-01-01 12:00:00,8a194ad34917fff,2
2012-01-01 12:00:00,8a194ad34927fff,1
2012-01-01 12:00:00,8a194ad3495ffff,1
2012-01-01 12:00:00,8a194ad34a0ffff,1
2012-01-01 12:00:00,8a194ad34b57fff,1
2012-01-01 12:00:00,8a194ad34c57fff,1
2012-01-01 12:00:00,8a194ad34c6ffff,1
2012-01-01 12:00:00,8a194ad34d27fff,1
2012-01-01 12:00:00,8a194ad354f7fff,1
2012-01-01 12:00:00,8a194ad35a9ffff,1
2012-01-01 12:00:00,8a194ad35bb7fff,1
2012-01-01 12:00:00,8a194ad3604ffff,1
2012-01-01 12:00:00,8a194ad36077fff,1
2012-01-01 12:00:00,8a194ad360e7fff,1
2012-01-01 12:00:00,8a194ad36277fff,1
2012-01-01 12:00:00,8a194ad3649ffff,1
2012-01-01 12:00:00,8a194ad36517fff,1
2012-01-01 12:00:00,8a194ad3658ffff,1
2012-01-01 12:00:00,8a194ad3660ffff,1
2012-01-01 12:00:00,8a194ad3675ffff,1
2012-01-01 12:00:00,8a194ad36767fff,1
2012-01-01 12:00:00,8a194ad36797fff,1
2012-01-01 12:00:00,8a194ad36a5ffff,1
2012-01-01 12:00:00,8a194ad36aa7fff,1
2012-01-01 12:00:00,8a194ad36b4ffff,1
2012-01-01 12:00:00,8a194ad36b57fff,1
2012-01-01 12:00:00,8a194ad36b5ffff,1
2012-01-01 12:00:00,8a194ad36ba7fff,1
2012-01-01 12:00:00,8a194ad36d47fff,1
2012-01-01 12:00:00,8a194ad36d67fff,1
2012-01-01 12:00:00,8a194ad36da7fff,1
2012-01-01 12:00:00,8a194ad8c317fff,1
2012-01-01 12:00:00,8a194ad8cc77fff,1
2012-01-01 12:00:00,8a194ad8d11ffff,1
2012-01-01 12:00:00,8a194ad8d82ffff,1
2012-01-01 12:00:00,8a194ad9510ffff,1
2012-01-01 12:00:00,8a194ad9531ffff,1
2012-01-01 12:00:00,8a194ad964dffff,1
2012-01-01 12:00:00,8a194ad9caa7fff,1
2012-01-01 12:00:00,8a194ad9cd37fff,1
2012-01-01 12:00:00,8a194ad9dc17fff,1
2012-01-01 12:00:00,8a194ad9dca7fff,1
2012-01-01 12:00:00,8a194ad9e12ffff,1
2012-01-01 12:00:00,8a194ada014ffff,1
2012-01-01 12:00:00,8a194ada0187fff,1
2012-01-01 12:00:00,8a194ada029ffff,2
2012-01-01 12:00:00,8a194ada0367fff,1
2012-01-01 12:00:00,8a194ada0537fff,3
2012-01-01 12:00:00,8a194ada066ffff,1
2012-01-01 12:00:00,8a194ada086ffff,1
2012-01-01 12:00:00,8a194ada09b7fff,1
2012-01-01 12:00:00,8a194ada0b2ffff,1
2012-01-01 12:00:00,8a194ada0b77fff,1
2012-01-01 12:00:00,8a194ada0c87fff,2
2012-01-01 12:00:00,8a194ada0c97fff,1
2012-01-01 12:00:00,8a194ada0c9ffff,1
2012-01-01 12:00:00,8a194ada0cb7fff,2
2012-01-01 12:00:00,8a194ada0d27fff,1
2012-01-01 12:00:00,8a194ada261ffff,1
2012-01-01 12:00:00,8a194ada2c07fff,1
2012-01-01 12:00:00,8a194ada334ffff,1
2012-01-01 12:00:00,8a194ada449ffff,1
2012-01-01 12:00:00,8a194ada4637fff,1
2012-01-01 12:00:00,8a194ada46f7fff,1
2012-01-01 12:00:00,8a194ada4907fff,2
2012-01-01 12:00:00,8a194ada491ffff,1
2012-01-01 12:00:00,8a194ada495ffff,1
2012-01-01 12:00:00,8a194ada49affff,1
2012-01-01 12:00:00,8a194ada4a27fff,1
2012-01-01 12:00:00,8a194ada4c6ffff,1
2012-01-01 12:00:00,8a194ada4d17fff,1
2012-01-01 12:00:00,8a194ada4d6ffff,1
2012-01-01 12:00:00,8a194ada4db7fff,1
2012-01-01 12:00:00,8a194ada50affff,1
2012-01-01 12:00:00,8a194ada51affff,1
2012-01-01 12:00:00,8a194ada5247fff,1
2012-01-01 12:00:00,8a194ada52e7fff,1
2012-01-01 12:00:00,8a194ada5437fff,1
2012-01-01 12:00:00,8a194ada545ffff,1
2012-01-01 12:00:00,8a194ada5607fff,1
2012-01-01 12:00:00,8a194ada56a7fff,1
2012-01-01 12:00:00,8a194ada5787fff,1
2012-01-01 12:00:00,8a194ada5b67fff,1
2012-01-01 12:00:00,8a194ada60e7fff,3
2012-01-01 12:00:00,8a194ada642ffff,1
2012-01-01 12:00:00,8a194ada678ffff,1
2012-01-01 12:00:00,8a194ada686ffff,1
2012-01-01 12:00:00,8a194ada6877fff,1
2012-01-01 12:00:00,8a194ada68dffff,1
2012-01-01 12:00:00,8a194ada6a9ffff,1
2012-01-01 12:00:00,8a194ada6b67fff,1
2012-01-01 12:00:00,8a194ada9447fff,1
2012-01-01 12:00:00,8a194ada954ffff,1
2012-01-01 12:00:00,8a194ada9c87fff,1
2012-01-01 12:00:00,8a194adaaa4ffff,1
2012-01-01 12:00:00,8a194adaaab7fff,1
2012-01-01 12:00:00,8a194adab8e7fff,1
2012-01-01 12:00:00,8a194adabda7fff,1
2012-01-01 12:00:00,8a194adacc87fff,1
2012-01-01 12:00:00,8a194adad39ffff,1
2012-01-01 12:00:00,8a194adadd9ffff,1
2012-01-01 12:00:00,8a194adae36ffff,1
2012-01-01 12:00:00,8a194adb064ffff,1
2012-01-01 12:00:00,8a194adb105ffff,1
2012-01-01 12:00:00,8a194adb2127fff,1
2012-01-01 12:00:00,8a194adb292ffff,1
2012-01-01 12:00:00,8a194adb295ffff,1
2012-01-01 12:00:00,8a194adb4ac7fff,1
2012-01-01 12:00:00,8a194adb5247fff,1
2012-01-01 12:00:00,8a194adb5377fff,1
2012-01-01 12:00:00,8a194adb6847fff,1
2012-01-01 12:00:00,8a194e682c6ffff,1
2012-01-01 12:00:00,8a194e682ca7fff,1
2012-01-01 12:00:00,8a194e683227fff,1
2012-01-01 12:00:00,8a194e6834a7fff,1
2012-01-01 12:00:00,8a194e683bb7fff,1
2012-01-01 12:00:00,8a194e68a6f7fff,1
2012-01-01 12:00:00,8a194e68b35ffff,1
2012-01-01 12:00:00,8a194e68c137fff,1
2012-01-01 12:00:00,8a194e68d6b7fff,1
2012-01-01 12:00:00,8a194e692687fff,1
2012-01-01 12:00:00,8a194e692747fff,1
2012-01-01 12:00:00,8a194e695c97fff,1
2012-01-01 12:00:00,8a194e695d1ffff,2
2012-01-01 12:00:00,8a194e69864ffff,1
2012-01-01 12:00:00,8a194e69894ffff,2
2012-01-01 12:00:00,8a194e698957fff,1
2012-01-01 12:00:00,8a194e698967fff,1
2012-01-01 12:00:00,8a194e699007fff,1
2012-01-01 12:00:00,8a194e699027fff,1
2012-01-01 12:00:00,8a194e699117fff,1
2012-01-01 12:00:00,8a194e6998c7fff,1
2012-01-01 12:00:00,8a194e69a157fff,1
2012-01-01 12:00:00,8a194e69a1a7fff,1
2012-01-01 12:00:00,8a194e69a1b7fff,1
2012-01-01 12:00:00,8a194e69a2b7fff,1
2012-01-01 12:00:00,8a194e69a4b7fff,1
2012-01-01 12:00:00,8a194e69a61ffff,1
2012-01-01 12:00:00,8a194e69a697fff,1
2012-01-01 12:00:00,8a194e69a757fff,1
2012-01-01 12:00:00,8a194e69a767fff,1
2012-01-01 12:00:00,8a194e69a777fff,1
2012-01-01 12:00:00,8a194e69a84ffff,1
2012-01-01 12:00:00,8a194e69a8effff,1
2012-01-01 12:00:00,8a194e69a8f7fff,1
2012-01-01 12:00:00,8a194e69aa07fff,1
2012-01-01 12:00:00,8a194e69ac57fff,1
2012-01-01 12:00:00,8a194e69b017fff,1
2012-01-01 12:00:00,8a194e69b10ffff,1
2012-01-01 12:00:00,8a194e69b1affff,1
2012-01-01 12:00:00,8a194e69b2c7fff,1
2012-01-01 12:00:00,8a194e69b507fff,1
2012-01-01 12:00:00,8a194e69b907fff,1
2012-01-01 12:00:00,8a194e69cb07fff,1
2012-01-01 12:00:00,8a194e69cb67fff,1
2012-01-01 12:00:00,8a194e69e66ffff,1
2012-01-01 12:00:00,8a194e6d4047fff,1
2012-01-01 12:00:00,8a194e6d639ffff,1
2012-01-01 12:00:00,8a194e6d6b47fff,1
2012-01-01 12:00:00,8a194e6f446ffff,1
2012-01-01 12:00:00,8a195da4511ffff,1
2012-01-01 12:00:00,8a195da45187fff,1
2012-01-01 12:00:00,8a195da45a4ffff,1
2012-01-01 12:00:00,8a195da48387fff,1
2012-01-01 12:00:00,8a195da48acffff,1
2012-01-01 12:00:00,8a195da4925ffff,1
2012-01-01 12:00:00,8a195da4984ffff,1
2012-01-01 12:00:00,8a195da498e7fff,1
2012-01-01 12:00:00,8a195da49997fff,1
2012-01-01 12:00:00,8a195da49b17fff,1
2012-01-01 12:00:00,8a195da49d67fff,1
2012-01-01 12:00:00,8a195da4a0f7fff,1
2012-01-01 12:00:00,8a195da4a117fff,1
2012-01-01 12:00:00,8a195da4a25ffff,1
2012-01-01 12:00:00,8a195da4a297fff,2
2012-01-01 12:00:00,8a195da4a2b7fff,1
2012-01-01 12:00:00,8a195da4a4d7fff,1
2012-01-01 12:00:00,8a195da4a61ffff,1
2012-01-01 12:00:00,8a195da4a647fff,2
2012-01-01 12:00:00,8a195da4a657fff,1
2012-01-01 12:00:00,8a195da4a6c7fff,1
2012-01-01 12:00:00,8a195da4a857fff,1
2012-01-01 12:00:00,8a195da4aa6ffff,1
2012-01-01 12:00:00,8a195da4aaeffff,1
2012-01-01 12:00:00,8a195da4ab97fff,1
2012-01-01 12:00:00,8a195da4ad0ffff,1
2012-01-01 12:00:00,8a195da4ad37fff,1
2012-01-01 12:00:00,8a195da4b537fff,1
2012-01-01 12:00:00,8a195da4b587fff,1
2012-01-01 12:00:00,8a195da4b6d7fff,1
2012-01-01 12:00:00,8a195da4b90ffff,1
2012-01-01 12:00:00,8a195da4bd47fff,1
2012-01-01 12:00:00,8a195da4c06ffff,1
2012-01-01 12:00:00,8a195da4c207fff,1
2012-01-01 12:00:00,8a195da4c247fff,1
2012-01-01 12:00:00,8a195da4c417fff,1
2012-01-01 12:00:00,8a195da4c437fff,1
2012-01-01 12:00:00,8a195da4c4e7fff,1
2012-01-01 12:00:00,8a195da4c4effff,1
2012-01-01 12:00:00,8a195da4c58ffff,1
2012-01-01 12:00:00,8a195da4c5affff,1
2012-01-01 12:00:00,8a195da4ca77fff,1
2012-01-01 12:00:00,8a195da4ca9ffff,1
2012-01-01 12:00:00,8a195da4cadffff,1
2012-01-01 12:00:00,8a195da4cb2ffff,1
2012-01-01 12:00:00,8a195da4d057fff,1
2012-01-01 12:00:00,8a195da4d4e7fff,1
2012-01-01 12:00:00,8a195da4d507fff,1
2012-01-01 12:00:00,8a195da4d607fff,1
2012-01-01 12:00:00,8a195da4d61ffff,2
2012-01-01 12:00:00,8a195da4d6e7fff,1
2012-01-01 12:00:00,8a195da4d6f7fff,1
2012-01-01 12:00:00,8a195da4d707fff,1
2012-01-01 12:00:00,8a195da4da47fff,1
2012-01-01 12:00:00,8a195da4da57fff,1
2012-01-01 12:00:00,8a195da4daa7fff,1
2012-01-01 12:00:00,8a195da4dda7fff,1
2012-01-01 12:00:00,8a195da4ddaffff,1
2012-01-01 12:00:00,8a195da4e137fff,1
2012-01-01 12:00:00,8a195da4e49ffff,1
2012-01-01 12:00:00,8a195da4e687fff,1
2012-01-01 12:00:00,8a195da4e6d7fff,1
2012-01-01 12:00:00,8a195da4ea77fff,1
2012-01-01 12:00:00,8a195da54baffff,1
2012-01-01 12:00:00,8a195da5579ffff,1
2012-01-01 12:00:00,8a195da58c5ffff,1
2012-01-01 12:00:00,8a195da5904ffff,1
2012-01-01 12:00:00,8a195da59957fff,1
2012-01-01 12:00:00,8a195da59a17fff,1
2012-01-01 12:00:00,8a195da59c37fff,1
2012-01-01 12:00:00,8a195da5a65ffff,1
2012-01-01 12:00:00,8a195da5ca07fff,1
2012-01-01 12:00:00,8a195da5d2e7fff,1
2012-01-01 12:00:00,8a195da5d8cffff,1
2012-01-01 12:00:00,8a195da5d90ffff,1
2012-01-01 12:00:00,8a195da5da8ffff,1
2012-01-01 12:00:00,8a195da5dc0ffff,1
2012-01-01 12:00:00,8a195da5dcf7fff,1
2012-01-01 12:00:00,8a195da6154ffff,1
2012-01-01 12:00:00,8a195da62327fff,1
2012-01-01 12:00:00,8a195da638d7fff,1
2012-01-01 12:00:00,8a195da680a7fff,1
2012-01-01 12:00:00,8a195da68347fff,1
2012-01-01 12:00:00,8a195da6841ffff,1
2012-01-01 12:00:00,8a195da68667fff,1
2012-01-01 12:00:00,8a195da68aaffff,1
2012-01-01 12:00:00,8a195da69177fff,1
2012-01-01 12:00:00,8a195da6926ffff,1
2012-01-01 12:00:00,8a195da6929ffff,1
2012-01-01 12:00:00,8a195da6936ffff,1
2012-01-01 12:00:00,8a195da69507fff,1
2012-01-01 12:00:00,8a195da69a4ffff,1
2012-01-01 12:00:00,8a195da69a57fff,1
2012-01-01 12:00:00,8a195da69aeffff,1
2012-01-01 12:00:00,8a195da69b47fff,1
2012-01-01 12:00:00,8a195da69b4ffff,1
2012-01-01 12:00:00,8a195da69d67fff,1
2012-01-01 12:00:00,8a195da6a187fff,1
2012-01-01 12:00:00,8a195da6a2b7fff,1
2012-01-01 12:00:00,8a195da6a2effff,1
2012-01-01 12:00:00,8a195da6a75ffff,1
2012-01-01 12:00:00,8a195da6accffff,1
2012-01-01 12:00:00,8a195da6ad4ffff,1
2012-01-01 12:00:00,8a195da6ad5ffff,1
2012-01-01 12:00:00,8a195da6b10ffff,1
2012-01-01 12:00:00,8a195da6b217fff,1
2012-01-01 12:00:00,8a195da6b7b7fff,1
2012-01-01 12:00:00,8a195da6b88ffff,1
2012-01-01 12:00:00,8a195da6b89ffff,1
2012-01-01 12:00:00,8a195da6b8f7fff,1
2012-01-01 12:00:00,8a195da6bb0ffff,1
2012-01-01 12:00:00,8a195da6bc57fff,1
2012-01-01 12:00:00,8a195da6bc77fff,1
2012-01-01 12:00:00,8a195da6bceffff,1
2012-01-01 12:00:00,8a195da6bdaffff,1
2012-01-01 12:00:00,8a195da6c3b7fff,1
2012-01-01 12:00:00,8a195da6c46ffff,1
2012-01-01 12:00:00,8a195da6c627fff,1
2012-01-01 12:00:00,8a195da6c89ffff,1
2012-01-01 12:00:00,8a195da6cdb7fff,1
2012-01-01 12:00:00,8a195da6d36ffff,1
2012-01-01 12:00:00,8a195da6d3a7fff,1
2012-01-01 12:00:00,8a195da6d44ffff,1
2012-01-01 12:00:00,8a195da6d98ffff,1
2012-01-01 12:00:00,8a195da6dc27fff,1
2012-01-01 12:00:00,8a195da6dd07fff,1
2012-01-01 12:00:00,8a195da6dd2ffff,1
2012-01-01 12:00:00,8a195da6ea37fff,1
2012-01-01 12:00:00,8a195dacc72ffff,1
2012-01-01 12:00:00,8a195dacea17fff,1
2012-01-01 12:00:00,8a195dad9d87fff,1
2012-01-01 12:00:00,8a195daeb26ffff,2
2012-01-01 12:00:00,8a195db4878ffff,1
2012-01-01 12:00:00,8a195db4d54ffff,1
2013-01-01 12:00:00,8a194ac22597fff,2
2013-01-01 12:00:00,8a194ac3006ffff,1
2013-01-01 12:00:00,8a194ac30337fff,1
2013-01-01 12:00:00,8a194ac35c4ffff,1
2013-01-01 12:00:00,8a194ac35c6ffff,1
2013-01-01 12:00:00,8a194ad0025ffff,1
2013-01-01 12:00:00,8a194ad0058ffff,1
2013-01-01 12:00:00,8a194ad006cffff,1
2013-01-01 12:00:00,8a194ad009a7fff,1
2013-01-01 12:00:00,8a194ad00d0ffff,1
2013-01-01 12:00:00,8a194ad01167fff,1
2013-01-01 12:00:00,8a194ad01197fff,1
2013-01-01 12:00:00,8a194ad01c97fff,1
2013-01-01 12:00:00,8a194ad02057fff,1
2013-01-01 12:00:00,8a194ad02177fff,1
2013-01-01 12:00:00,8a194ad021b7fff,1
2013-01-01 12:00:00,8a194ad023a7fff,1
2013-01-01 12:00:00,8a194ad0259ffff,1
2013-01-01 12:00:00,8a194ad02c17fff,1
2013-01-01 12:00:00,8a194ad02d2ffff,1
2013-01-01 12:00:00,8a194ad02d6ffff,1
