id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19674118,"Beautiful, Airy 1 Bedroom Flat in Central Leith",135793579,Georgia,,South Leith,55.96787,-3.17119,Entire home/apt,150,2,190,2024-06-19,2.19,1,11,20,EH-69917-F
19695990,Luxury apartment close to shore,31497385,Lorraine,,Pilrig,55.97157,-3.17957,Private room,64,1,125,2024-09-03,1.45,1,274,54,
19699835,Double room in central Edinburgh,85614825,Cindy,,Corstorphine,55.94071,-3.26776,Private room,70,2,0,,,1,174,0,
19711813,Room double bed Self Serve Brekkie- STL EH-71270-F,30212164,Carol,,Corstorphine North,55.94365,-3.29255,Private room,65,1,520,2024-09-11,5.96,2,232,154,APPLICATION REGISTRATION NUMBER 101002081998
19712784,Butterfly lovely entire apartment 2 bedrooms.,137636717,Francesca,,Restalrig (Loganlea) and Craigentinny West,55.95948,-3.14161,Entire home/apt,129,3,43,2024-08-25,0.68,2,126,28,EH-68371-F
19714208,Henderson Row - Cosy New Town flat!,22904051,Robert,,Canonmills and New Town North,55.96,-3.20446,Entire home/apt,124,1,382,2024-09-06,4.39,1,72,45,EH-70016-P
19727992,2 bedroom flat in Comely Bank / West End,139073765,Anne,,Stockbridge,55.95848,-3.21613,Entire home/apt,180,2,10,2024-09-10,0.12,1,7,6,
19734689,Comfortable and Cosy Edinburgh Apartment,50299257,Calum,,Leith (Albert Street),55.96169,-3.17824,Entire home/apt,120,3,331,2024-08-26,3.80,5,274,52,
19753430,Comfortable and clean 1 bed flat - Great location!,26450315,Nikki,,Polwarth,55.9388,-3.22244,Entire home/apt,,3,238,2024-08-25,2.75,1,0,38,
19754999,"Beautiful, Georgian flat in the heart of Edinburgh",127730380,Robbie,,"Old Town, Princes Street and Leith Street",55.95805,-3.18565,Entire home/apt,900,2,14,2024-06-09,0.16,1,16,1,
19757715,A dedicated airbnb apartment,139408387,Leon,,Canonmills and New Town North,55.96171,-3.20106,Entire home/apt,179,1,383,2024-09-12,4.41,1,65,84,EH-69075-P  temporary licence no
19758185,Spacious 1 Bedroom Flat Central Location Edinburgh,76415320,David,,Meadowbank and Abbeyhill North,55.95727,-3.16424,Entire home/apt,500,2,9,2018-01-01,0.10,1,363,0,
19788214,Top Floor Flat off the Royal Mile,11121700,Eilidh,,"Old Town, Princes Street and Leith Street",55.95025,-3.18376,Entire home/apt,180,2,325,2024-09-12,3.98,1,54,61,
19827655,Stunning New Town apartment w/ parking & garden,69182213,Margo,,New Town East and Gayfield,55.95869,-3.1934,Entire home/apt,215,2,358,2024-09-06,4.21,1,98,80,
19837896,Large comfy double bedroom,105290948,Ana,,Colinton and Kingsknowe,55.91392,-3.27297,Private room,,30,28,2024-08-25,0.32,16,0,4,
19838374,Beautiful Holyrood Park Apartment -Near Royal Mile,130952335,Oliver,,Abbeyhill,55.95411,-3.16881,Entire home/apt,182,1,215,2024-09-05,2.49,1,38,39,
19838872,Large comfortable double room,105290948,Ana,,Clovenstone and Wester Hailes,55.9121,-3.27133,Private room,,30,28,2024-08-30,0.32,16,15,7,
19846254,✔ St Johns Apartment 3 ✔ Fast WiFi ✔ Free Parking,107294895,Lukasz,,"Canongate, Southside and Dumbiedykes",55.94858,-3.18129,Entire home/apt,302,1,34,2024-07-12,0.49,5,152,22,
19861369,Large confortable private room,105290948,Ana,,Clovenstone and Wester Hailes,55.91341,-3.27143,Private room,,30,19,2024-09-07,0.22,16,14,6,
19869145,"2 bedroom Apartment, Free parking onsite",140556927,Alexis,,Meadowbank and Abbeyhill North,55.96243,-3.16084,Entire home/apt,450,3,3,2017-08-22,0.03,2,364,0,
19876806,Private Twin room,140643241,Linda,,Clermiston and Drumbrae,55.95926,-3.29784,Private room,134,2,136,2024-09-05,1.64,2,247,45,
19884835,Gorgeous Large Super Stylish City Centre Apartment,28089909,Susan,,New Town East and Gayfield,55.95818,-3.19103,Entire home/apt,300,3,475,2024-08-28,5.46,1,29,69,
19887964,Dicksonfield - Kath's two bed with parking,87762710,Denise,,Leith (Albert Street),55.96161,-3.17928,Entire home/apt,209,1,393,2024-09-03,4.52,33,108,39,EH-70552-P
19897776,Fabulous Edinburgh Flat in the West End!,140887037,James,,Tollcross,55.94833,-3.21148,Entire home/apt,150,2,118,2024-08-23,1.37,1,19,10,
19897807,The King's Chamber- Royal Mile close to Castle,140382416,Scottish Historic Buildings Trust,,"Old Town, Princes Street and Leith Street",55.94909,-3.19357,Entire home/apt,215,3,268,2024-08-21,3.10,1,104,46,
19902856,Lovely 2 Bedroom House near Holyrood Park,137865464,Jean,,Meadowbank and Abbeyhill North,55.95544,-3.15666,Entire home/apt,,1,119,2023-09-25,1.37,1,0,2,
19907749,double room in central edinburgh,140981426,Thomas,,Meadows and Southside,55.94375,-3.18359,Private room,75,1,270,2024-09-11,3.10,3,60,77,
19909609,Stylish Waterside Location; Easy Access to Centre,140952701,Ian,,The Shore and Constitution Street,55.97601,-3.16944,Entire home/apt,138,4,300,2024-09-03,3.47,1,156,24,
19910062,Large double room in central Edinburgh,140981426,Thomas,,Meadows and Southside,55.94167,-3.183,Private room,70,1,233,2024-08-31,2.68,3,56,67,
19920725,"Stunning, 2 bed Garden Flat in the New Town",46152068,Scott,,New Town West,55.95627,-3.20111,Entire home/apt,371,2,121,2024-08-11,1.42,1,204,44,EH-66872-F
19927044,Cosy 1 Bed Apartment Near Murrayfield,141173058,Paul,,Deans Village,55.94653,-3.2353,Entire home/apt,134,2,58,2024-08-27,0.76,1,248,7,
19939009,A King Size Room in Central Edinburgh,38382581,Carol,,Hillside and Calton Hill,55.9601,-3.17121,Private room,102,2,205,2023-11-12,2.36,3,30,7,
19948027,"Elegant, bright,  4 bedroom, city centre apartment",141379980,Patrick,,Stockbridge,55.95765,-3.21142,Entire home/apt,250,2,316,2024-08-29,3.65,1,32,58,
19955452,Bright Single Room...🌞,1945031,Jane,,"Gracemount, Southhouse and Burdiehouse",55.89854,-3.16101,Private room,44,2,91,2024-08-21,1.05,1,64,36,101002082884
19982376,Cosy Studio Apartment | Pass The Keys,77426042,Louise Pass The Keys,,"Canongate, Southside and Dumbiedykes",55.94448,-3.18512,Entire home/apt,244,2,212,2024-08-28,2.45,1,72,44,
19985275,"3 Bedroom apt, Queensferry,10 miles from Edinburgh",141757499,Lea,,Queensferry East,55.99116,-3.39782,Entire home/apt,196,3,89,2024-09-08,1.19,2,322,14,EH-70195-P
19991713,Twin Room close to Botanic Gardens,5430762,Ben,,"Inverleith, Goldenacre and Warriston",55.96911,-3.20843,Private room,80,1,5,2022-07-19,0.06,3,236,0,
20038768,"Private Studio Old Town, Holyrood Park View",572387235,Candela,,"Canongate, Southside and Dumbiedykes",55.94784,-3.17939,Entire home/apt,,3,85,2024-08-24,1.39,1,0,62,
20050267,Double bedroom near Royal Infirmary + free parking,140972028,Claire,,Craigmillar,55.925,-3.12151,Private room,60,1,119,2024-09-08,1.38,1,7,28,
20054002,"Double bed/private bathroom at the Shore, Leith",142486687,Gary,,The Shore and Constitution Street,55.97559,-3.174,Private room,89,1,330,2024-09-11,3.82,1,312,86,EH-68484-F
20070490,Private Room In Bright New Town Apartment,24074660,Pete,,"Old Town, Princes Street and Leith Street",55.95732,-3.1889,Private room,110,3,52,2024-08-26,0.60,1,79,26,
20081313,Scottish Apartment with Amazing  Castle Views,3071816,Maureen,,Meadows and Southside,55.94262,-3.19689,Entire home/apt,210,3,168,2024-08-14,1.94,3,36,39,
20084349,"Bright, cosy flat with fabulous city views",104752351,Elaine,,Murrayfield and Ravelston,55.95611,-3.24477,Entire home/apt,200,2,134,2024-08-26,1.55,1,342,34,
20089601,Charming Edinburgh Apartment,191891016,Valentina,,Polwarth,55.939395904541016,-3.2190020084381104,Entire home/apt,120,1,200,2024-09-09,2.32,15,60,60,
20091883,Edinburgh Lord Russell Apartment,87209396,Jorden,,Marchmont East and Sciennes,55.93958282470703,-3.1824018955230713,Entire home/apt,228,2,234,2024-08-26,2.71,1,28,29,101002084325
20116160,Private Annex in Edinburgh's Corstorphine,18904815,Tatu,,Corstorphine,55.94262,-3.28146,Entire home/apt,126,2,196,2024-09-09,2.27,1,39,27,EH-69731-P
20131875,New Town 1 Bedroom Ground Floor Flat,33271048,Calum And Karen,,Stockbridge,55.96145,-3.20436,Entire home/apt,,3,136,2024-09-08,1.57,2,3,24,EH-68470-F
20147471,Charming Room in central Edinburgh townhouse 2,142789751,Wendy,,Deans Village,55.95007,-3.22068,Private room,,3,31,2024-08-25,0.36,1,0,6,
20156896,Stylish 2 bedroom flat in central location,52134134,Aleksandra,,Hillside and Calton Hill,55.958892822265625,-3.1719770431518555,Entire home/apt,,2,150,2024-09-01,1.73,3,0,23,
20161489,Lovely room in the heart of Edinburgh.,143471465,Karen,,Dalry and Fountainbridge,55.94415,-3.2124,Private room,49,1,238,2024-08-19,2.76,1,4,13,
20167399,By the Castle double/twin homestay,13270676,Julia,,Tollcross,55.94634,-3.20301,Private room,145,4,78,2024-09-05,0.90,2,50,32,
20172184,Budget/Basic bedroom with castle view,15823528,Gianluca,,Slateford and Chesser,55.933128356933594,-3.2409133911132812,Private room,,1,102,2024-09-01,1.19,2,0,16,
20185996,Period two bed main door flat in Marchmont!,370328,Gerrard,,Marchmont West,55.93594,-3.19548,Private room,307,3,211,2024-09-07,2.45,1,66,43,
20196839,Beautiful Stylish & Cosy Victorian Apartment,143642898,Morag,,Meadowbank and Abbeyhill North,55.95903,-3.17075,Entire home/apt,153,4,290,2024-09-05,3.37,2,113,33,Licence EH-70981-F
20211591,Modern Flat Brunswick Road Area.,69847846,Johanna,,Hillside and Calton Hill,55.96027,-3.1741,Entire home/apt,,2,97,2024-07-07,1.14,1,0,30,
20220500,Relaxing city centre location,144056766,Gail,,Easter Road and Hawkhill Avenue,55.96467,-3.1736,Entire home/apt,75,5,194,2024-09-10,2.26,1,96,33,
20226426,Heart of the Old Town Two Bed Apartment,144114575,Angus,,"Old Town, Princes Street and Leith Street",55.95028,-3.18376,Entire home/apt,250,2,74,2024-09-01,0.86,1,12,11,
20230943,Guests Favourite Bright Victorian & Central Home,13135752,Pier Luigi,,Hillside and Calton Hill,55.95957,-3.17522,Entire home/apt,205,3,229,2024-08-17,2.65,10,57,23,EH-69094-F
20253338,Quiet Room Easy way to city & Airport,143108400,Petra,,Granton West and Salvesen,55.97451,-3.24576,Private room,38,21,43,2024-08-30,0.58,1,66,13,
20280455,Quiet king-sized bed in centre - large en-suite,81040098,Alexia,,Hillside and Calton Hill,55.95787,-3.18115,Private room,99,3,320,2024-09-05,3.71,2,57,56,
20289118,En-suite room ideal location for Airport,143359712,Mhairi,,Siverknowes and Davidson's Mains,55.96559,-3.26227,Private room,,2,206,2024-08-25,2.38,1,1,31,EH-67579-F
20307532,little town house @centre of Old Town,97728938,Yida,,"Canongate, Southside and Dumbiedykes",55.94466,-3.18439,Entire home/apt,151,2,115,2024-09-09,1.33,1,33,30,
20313594,Beautiful 2 bedroom apartment with private parking,141293844,Elizabeth,,Deans Village,55.95022,-3.21272,Entire home/apt,264,3,217,2024-09-08,2.53,1,83,46,
20313760,Spacious 5BR home near Meadows,140390081,Haroon,,Meadows and Southside,55.94141,-3.17893,Entire home/apt,218,2,186,2024-09-01,2.17,1,326,33,
20319422,Double Bedroom with private bathroom,144151168,Berry,,Clermiston and Drumbrae,55.96094,-3.27671,Private room,100,2,36,2024-09-08,0.44,4,127,13,
20325346,"Double bedroom, own bathroom, city centre.",61128745,Lucy,,Deans Village,55.94512,-3.22154,Private room,75,2,137,2024-08-27,1.66,1,15,26,EH-70915-F
20348809,Bright flat close to the city centre,25811610,Lukasz,,Meadowbank and Abbeyhill North,55.95981,-3.16838,Entire home/apt,115,4,206,2024-08-29,2.40,1,29,30,
20365596,Double room in peaceful shared garden flat,55957932,Julian,,Prestonfield,55.93498,-3.16598,Private room,70,7,37,2024-09-11,0.44,1,213,23,
20369685,Spacious clean central 2bedroom flat.free parking,21417324,Aykut,,Trinity East and The Dudleys,55.97418,-3.18713,Entire home/apt,93,1,499,2024-09-11,5.79,2,249,137,
20389485,"Room, Penthouse, 2ml city centre",88454848,Christine,,Boswall and Pilton,55.971877290002254,-3.228134058892941,Private room,67,2,7,2024-09-11,7,1,101,7,
20398605,Botanic Gardens Warriston Field Central but Quiet,13186573,Charlie,,"Inverleith, Goldenacre and Warriston",55.96714,-3.20054,Private room,62,1,166,2024-08-18,1.95,1,11,43,
20411352,1 Bright cosy double room now available (room 1),8179739,Kwok Kiu,,Carrick Knowe,55.9346,-3.27402,Private room,,3,25,2024-09-11,0.40,1,0,21,
20417573,The Butler's Quarters,2422509,Sonia & Chris,,"Old Town, Princes Street and Leith Street",55.95803,-3.18611,Entire home/apt,132,2,334,2024-09-07,3.88,4,101,54,101002079189
20424050,"Trendy Leith, near city centre, shared garden",24458218,Claire,,Leith (Albert Street),55.96322,-3.17437,Entire home/apt,126,2,476,2024-08-30,5.53,4,21,72,
20444725,Bright very central 1 bed house near tram stop,131797176,Patrick,,"Old Town, Princes Street and Leith Street",55.95644,-3.189,Entire home/apt,160,2,56,2020-01-02,0.65,1,0,0,
20452516,Quiet single room in central Edinburgh,140981426,Thomas,,Meadows and Southside,55.9412,-3.18285,Private room,56,1,228,2024-09-10,2.65,3,59,59,
20464890,"West End, entire ground floor Garden Flat.",2142215,Veronica,,Dalry and Fountainbridge,55.94246,-3.21247,Entire home/apt,109,3,183,2024-08-26,2.16,1,19,43,
20492540,Spacious Contemporary Apartment near the Old Town,32569171,Ms Eleanor Edith,,Hillside and Calton Hill,55.95871,-3.1721,Entire home/apt,171,2,290,2024-08-26,3.40,4,83,74,
20492580,2 Bed Cosy Flat in Downtown Edinburgh with Wi-Fi.,60782920,Andy,,"Old Town, Princes Street and Leith Street",55.95004,-3.18975,Entire home/apt,206,2,160,2024-08-26,1.87,2,206,62,
20492900,Bright & Quiet Edinburgh Home + Free Parking,45233555,Andrew,,North Leith and Newhaven,55.97944761858894,-3.193671837546598,Entire home/apt,112,2,175,2024-09-08,2.04,1,310,52,
20509609,The Portsburgh Square Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94789,-3.19848,Entire home/apt,169,1,46,2024-08-04,0.55,46,5,6,
20545644,Beautiful Entire Home in the Heart of the Old Town,146711931,Chris,,"Old Town, Princes Street and Leith Street",55.94857,-3.18518,Entire home/apt,117,2,526,2024-09-04,6.13,1,88,82,
20551483,"Bright, cosy 2 bedroom flat near Murrayfield",13447084,Selena,,Balgreen and Roseburn,55.93837,-3.25645,Entire home/apt,130,2,421,2024-08-24,4.90,2,51,49,
20566028,Canongate - Historic 2 bed flat on the Royal Mile,60190971,Evergreen,,"Canongate, Southside and Dumbiedykes",55.95065,-3.18187,Entire home/apt,,1,318,2024-09-09,3.70,24,0,18,EH-68552-N
20566609,Central Luxury Townhouse *HEART OF STOCKBRIDGE*,66160422,Donna,,Stockbridge,55.95908,-3.21365,Entire home/apt,475,1,187,2024-08-21,2.20,1,154,45,
20567449,Gorgeous central apartment on Holyrood Park,146905473,Fiona,,Abbeyhill,55.95452,-3.16719,Entire home/apt,157,2,531,2024-08-28,6.25,1,43,87,
20576689,Grassmarket/West Bow Apartment (with Castle Views),146997895,Monique,,"Old Town, Princes Street and Leith Street",55.94937,-3.19346,Entire home/apt,354,2,404,2024-09-10,4.76,1,46,62,
20581506,Magical and Romantic by Edinburgh Castle,103936462,Cathy,,"Old Town, Princes Street and Leith Street",55.94796188533553,-3.199528901151182,Entire home/apt,279,2,104,2024-06-24,1.21,2,350,4,
20587365,Gorgeous flat near The Scottish Gallery,146583461,Derek & Liz,,New Town West,55.95779,-3.20476,Entire home/apt,153,2,207,2024-08-21,2.42,1,301,21,EH-70010-F
20614821,"TREAT Yourself to New Town Splendour, Fab Location",24105622,Sharmini,,"Old Town, Princes Street and Leith Street",55.95667,-3.19326,Entire home/apt,,2,207,2024-04-01,2.43,1,0,7,
20651992,The New Westfield Apartment - Free Parking,137156641,Gill,,Gorgie West,55.93809,-3.23937,Entire home/apt,,2,55,2024-06-30,0.67,3,157,6,EH-67991-P
20662395,Stylish Boutique Apt near city centre with parking,58437584,Hazel,,Newington and Dalkeith Road,55.9363,-3.17341,Entire home/apt,165,2,278,2024-09-09,3.25,1,199,37,EH-71536-F
20727624,"Royal Mile, Historic Riddle's Court next to Castle",148429784,Angie,,"Old Town, Princes Street and Leith Street",55.95025,-3.1928,Entire home/apt,143,4,257,2024-09-03,3.01,3,72,35,
20738937,Boutique Apartment on Royal Mile - Sleeps 3,148410938,Owen,,"Canongate, Southside and Dumbiedykes",55.95297,-3.17599,Entire home/apt,256,2,87,2024-07-31,1.03,1,22,1,
20743475,Large bright refreshing doubleroom,105290948,Ana,,Colinton and Kingsknowe,55.91344,-3.2707,Private room,30,10,13,2024-09-05,0.15,16,12,1,
20753884,* High Ceiling 3bed Flat in charming Edinburgh *,21356310,Graeme,,Trinity,55.97165,-3.20649,Entire home/apt,390,2,69,2023-08-27,0.81,1,150,0,
20755973,a nest in the city,67495175,Sharan,,Easter Road and Hawkhill Avenue,55.96007,-3.16562,Entire home/apt,116,1,400,2024-08-29,4.70,1,49,89,
20811134,"Clock Tower Apartment, Edinburgh - Sleeps 8",24176220,Katherine,,New Town East and Gayfield,55.96012,-3.19227,Entire home/apt,,2,108,2024-08-17,1.42,1,0,9,
20845559,"Comfy Central Home,5 Mins walk to Royal Mile",8665862,Jana,,"Old Town, Princes Street and Leith Street",55.94878,-3.18339,Entire home/apt,69,7,179,2024-08-18,2.13,2,30,30,EH-69296-P
20873509,"Midkinleith Farm Holiday Cottage, Edinburgh",148543229,Richard And Dawn,,Bonaly and The Pentlands,55.89007,-3.29616,Entire home/apt,123,3,23,2024-06-23,0.31,1,184,4,
20880163,"Bright twin room,quiet,well connected to centre",149943037,Clare,,The Inch,55.91868,-3.16292,Private room,1000,2,88,2024-08-21,1.06,2,45,25,
20938899,"West Norton Place, Abbeyhill, bright and sunny",4048288,Martin,,Hillside and Calton Hill,55.95728,-3.17185,Entire home/apt,117,4,86,2024-09-06,1.05,9,34,31,EH-69328-P
20942665,Double Bedroom ideally situated,26452796,Leanne,,East Craigs North,55.94892507624927,-3.3013177057492116,Private room,61,1,1,2024-06-30,0.39,1,81,1,
20982637,3 bedroom country cottage 20 mins from Edinburgh,100020750,Morven,,"Dalmeny, Kirkliston and Newbridge",55.97188,-3.33167,Entire home/apt,491,3,18,2024-07-20,0.23,1,71,1,101002079832
21008981,Two Double Rooms (4 guests) in Victorian Townhouse,48465504,Ian,,South Leith,55.97049,-3.16209,Private room,,2,64,2024-08-24,0.78,1,0,17,
21053333,City Escape on the Royal Mile,81440727,Greig,,"Canongate, Southside and Dumbiedykes",55.95138,-3.17809,Entire home/apt,203,2,419,2024-09-03,5.05,2,47,68,
21123315,Historic Edinburgh Apartment,29720331,Greg,,"Old Town, Princes Street and Leith Street",55.94627891935332,-3.1899550391135145,Entire home/apt,,2,544,2024-09-11,6.54,4,188,72,
21133464,"Gorgeous Georgian Flat, conveniently located",132282261,Jane,,New Town West,55.95278,-3.21118,Entire home/apt,161,3,274,2024-08-29,3.35,1,118,44,
21147401,Contemporary cottage w/ parking,151541890,Darius,,Dalry and Fountainbridge,55.94385,-3.21993,Entire home/apt,114,2,295,2024-09-02,3.52,1,328,32,
21151195,Grassmarket 2 Bedroom Apartment,101384540,Gavin,,"Old Town, Princes Street and Leith Street",55.94691,-3.19317,Entire home/apt,190,3,57,2024-09-03,1.91,1,159,28,
21163532,"Upgraded 3 Bedroom by Shops, Tram-1.5miles to City",113142819,Axel,,Great Junction Street,55.97122,-3.17251,Entire home/apt,366,2,202,2024-09-08,2.47,1,53,39,101002084474
21249765,"Central stylish period flat, garden & free parking",144277960,Mike,,Bruntsfield,55.93451,-3.21209,Entire home/apt,86,2,542,2024-09-08,6.49,2,126,92,EH-59146-F
21250915,"Dalry, Edinburgh | Modernised traditional flat |",152510828,Gareth & Fiona,,Gorgie East,55.94289,-3.22455,Entire home/apt,,2,149,2024-09-06,1.88,1,1,48,
21257816,Clearburn Gardens,153714360,Fiona,,Prestonfield,55.93107,-3.15855,Private room,150,4,1,2018-01-02,0.01,4,179,0,
21263011,King room,140643241,Linda,,Clermiston and Drumbrae,55.96026,-3.29673,Private room,,1,74,2024-06-30,0.88,2,0,11,
21270177,4 Bedroom/3 Bathroom City Centre Triplex Apt,152589608,Lisa & Martin,,Gorgie East,55.94349,-3.22313,Entire home/apt,,14,2,2022-08-26,0.08,1,0,0,
21319644,Trendy central coachhouse; parking & outdoor space,144277960,Mike,,Merchiston and Greenhill,55.93513,-3.21057,Entire home/apt,82,2,501,2024-09-12,5.99,2,127,85,EH-59146-F
21331489,Albion Terrace - Edinburgh Apartment,154430915,Margaret,,Easter Road and Hawkhill Avenue,55.96181,-3.16723,Entire home/apt,,1,141,2024-08-30,2.19,1,0,37,
21356012,"Bright, Top Floor Flat - Near Airport Tram Stop",51125077,Adam,,South Leith,55.965278422153524,-3.175715821937412,Entire home/apt,100,3,31,2024-05-20,0.37,3,11,5,EH-68088-F
21367851,Modern and beautiful 3 Bedroom House,154721462,Zatoon,,East Craigs North,55.95116,-3.31242,Entire home/apt,180,1,494,2024-08-29,5.95,3,0,91,101002071426
21378133,2bed flat in Edinburgh’s heart,153879980,Mark,,Tollcross,55.94593,-3.20539,Entire home/apt,325,2,111,2023-05-20,1.32,1,0,0,
21411823,The Jeffrey Street Retreat - spa bath/bathroom tv,105112430,Lindsey,,"Old Town, Princes Street and Leith Street",55.94987,-3.18525,Entire home/apt,213,3,175,2024-08-22,2.57,3,77,29,EH-70121-P ‘Provisional STL licence - Bookings are subject to receiving full licensing approval’.
21471891,Near Edinburgh Airport Self Contained Annexe Ratho,37063696,Dee And Dougie,,"Ratho, Ingliston and Gogar",55.92291,-3.37488,Entire home/apt,100,1,392,2024-09-03,5.23,1,175,85,EH-65458-F
21483282,"Bright and cosy flat close to town, well connected",85309800,Allan,,Balgreen and Roseburn,55.94553,-3.23543,Entire home/apt,129,2,13,2024-09-09,0.16,1,97,9,
21488109,Exceptional gem in the Georgian New Town.,156090655,Martin,,Canonmills and New Town North,55.958423,-3.2011466,Entire home/apt,186,5,133,2024-09-06,1.61,1,158,23,EH-66105-F
21493234,The Cobbled Rider,72253666,Angus,,New Town West,55.95395,-3.19948,Entire home/apt,207,2,347,2024-09-10,4.20,1,41,74,EH-66065-F
21515738,Central one bedroom apartment with parking,27437171,Hazel,,Leith (Albert Street),55.962,-3.17718,Entire home/apt,,3,34,2024-08-10,0.41,1,0,23,
21516072,Holyrood Park light and airy two bed,86003414,Clive,,Abbeyhill,55.95557,-3.16879,Entire home/apt,194,2,347,2024-09-11,4.25,1,20,67,EH-69534-F
21522549,"Lovely sunny room, king size bed &private bathroom",156410991,Sally,,"Ratho, Ingliston and Gogar",55.9589,-3.30722,Private room,,3,141,2024-08-29,1.70,1,2,38,
21549086,Lovely mews apartment in Stockbridge,18142177,Sara,,Stockbridge,55.95922,-3.21479,Entire home/apt,166,2,66,2024-09-03,0.89,1,15,27,
21575317,7/1 Maxwell Street apartment - lovely private room,156900183,Alex,,Morningside,55.92587,-3.20927,Private room,80,1,174,2024-09-06,2.09,1,180,47,
21579651,Cosy & Modern Central Apartment,32973487,Agie,,Hillside and Calton Hill,55.95851,-3.18127,Entire home/apt,168,3,471,2024-09-02,5.69,3,24,66,
21585733,Porteous' Studio,1003936,Eilidh,,"Old Town, Princes Street and Leith Street",55.94688,-3.19712,Entire home/apt,280,1,161,2024-08-27,1.95,1,331,49,
21627004,Hamilton Pl - Beautiful and central city apartment,60190971,Evergreen,,Stockbridge,55.95956,-3.20674,Entire home/apt,238,1,282,2024-09-11,3.40,24,99,47,EH-69609-F
21629902,Townhouse in a beautiful old brewery conversion,73488785,Trish,,"Canongate, Southside and Dumbiedykes",55.95201,-3.17779,Entire home/apt,195,2,93,2024-08-29,1.23,1,259,26,EH68912F
21647109,Stunning West End City Centre Apartment,70033547,Charlotte,,Deans Village,55.94971,-3.21978,Entire home/apt,113,2,225,2024-09-11,2.71,3,65,57,
21657625,South Charlotte Special - steps from Princes St,157631817,Ian And Ruth,,Deans Village,55.9515,-3.20508,Entire home/apt,203,3,315,2024-08-28,3.79,1,206,69,
21661791,Luxury Edinburgh Period Property,3556211,David,,"Ratho, Ingliston and Gogar",55.92714,-3.33254,Entire home/apt,350,3,21,2024-08-25,0.26,1,354,4,
21709993,City Center Old Town on The Royal Mile w/ Views,1696814,D.L.,,"Old Town, Princes Street and Leith Street",55.94973,-3.18259,Private room,125,2,392,2024-09-08,4.74,1,95,51,
21752314,"Luxury&Spacious 1-bed Apt w/ Parking, in West End",111408683,Greg And Jo,,Deans Village,55.94705,-3.21627,Entire home/apt,133,2,296,2024-08-30,3.60,6,324,49,
21759337,"Spacious flat, classic tenement, Old Town centre",158525388,David,,"Old Town, Princes Street and Leith Street",55.95032,-3.18384,Entire home/apt,164,3,377,2024-08-30,5.08,1,55,57,Short term letting licence applied for - temporary licence number EH-70904-P
21763300,Beautifully Restored Home near Leith Walk,74636614,Mazi,,Pilrig,55.96798,-3.17966,Entire home/apt,,1,73,2024-05-26,0.88,1,0,1,
21781470,Edinburgh New town Apartment - Elforma - Barony Su,119509555,Emmanuel,,New Town East and Gayfield,55.957369835016564,-3.1921754695325486,Entire home/apt,128,3,3,2019-08-09,0.04,3,0,0,
21783927,Period Property on Castle Street-Sleeps 6,8567175,Jeremy,,"Old Town, Princes Street and Leith Street",55.95146,-3.20189,Entire home/apt,231,2,230,2024-09-09,2.78,1,69,65,
21820103,Bright and Airy Flat Close to Edinburgh University,18876603,Christina Marie,,Marchmont East and Sciennes,55.93845,-3.18636,Entire home/apt,134,3,423,2024-09-08,5.18,1,22,73,
21823450,Amazing Georgian Penthouse in City Centre,159087368,Jacqueline,,New Town West,55.95509,-3.19869,Entire home/apt,367,2,388,2024-09-11,4.75,1,4,81,
21835325,2 Bedroom/2 Bath Flat in heart of Edinburgh,159206318,J,,"Old Town, Princes Street and Leith Street",55.954407626981954,-3.190712417719999,Entire home/apt,293,1,120,2024-08-29,1.56,1,90,28,
21842295,Sweet Room in Bohemian Meadows Flat,7443557,Ben,,Marchmont East and Sciennes,55.93558,-3.19394,Private room,50,2,165,2024-09-06,2.07,1,119,52,
21844649,Modern 4 bedrooms apartment near city centre,91861382,Chris,,Polwarth,55.93835,-3.21785,Entire home/apt,,1,73,2024-09-01,0.97,1,62,19,
21862421,Historic 1890s Home Turned Relaxing Retreat,103079808,Claire,,Dalry and Fountainbridge,55.94447,-3.21276,Entire home/apt,249,2,158,2024-08-13,1.96,2,64,18,101002083424
21960865,Cosy & Modern Apartment in Central Edinburgh,160319517,James,,Broughton North and Powderhall,55.96605,-3.18952,Entire home/apt,,2,179,2024-09-05,2.19,1,0,38,
21974155,GuestReady - Greyfriars Bobby Home View apartment,27316610,Andy & Margaret,,"Old Town, Princes Street and Leith Street",55.94669,-3.19297,Entire home/apt,250,1,214,2024-08-21,2.72,1,216,43,EH-69425-F
21975961,The Zebra Club by Princess Street Gardens*,2422509,Sonia & Chris,,Deans Village,55.95247,-3.20488,Entire home/apt,173,2,357,2024-09-11,4.32,4,96,72,101002079184
21996697,"Spacious, tranquil, garden flat",160617301,Daniel,,Easter Road and Hawkhill Avenue,55.96061,-3.1671,Private room,,2,54,2024-09-08,0.66,1,2,29,
21998435,Private Stylish Room in Edinburgh,105290948,Ana,,The Calders,55.920955657958984,-3.2929060459136963,Private room,28,30,5,2024-08-18,0.06,16,41,2,
