id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15420,Georgian Boutique Apt City Centre,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95759,-3.18805,Entire home/apt,145,3,580,2024-09-10,3.49,1,181,69,
24288,"Cool central Loft, sleeps 4, 2 double bed+en-suite",46498,Gordon,,"Canongate, Southside and Dumbiedykes",55.94498320836646,-3.185293348616568,Entire home/apt,105,3,338,2024-07-26,1.98,1,110,53,
38628,Edinburgh Holiday Let,165635,Trish,,Joppa,55.94215,-3.0964,Entire home/apt,110,4,73,2023-04-14,0.58,1,215,0,EH-70886-F
48645,Large sunny room on Royal Mile,221474,Mark,,"Canongate, Southside and Dumbiedykes",55.95072,-3.18305,Private room,132,2,1065,2024-09-10,6.42,1,18,87,EH-70355-F
51505,Superb City Centre Apartment,236828,Francois,,New Town West,55.9548,-3.19641,Entire home/apt,147,5,86,2024-08-31,0.51,12,24,34,
54188,The Four Sisters Boatel,253850,Natalie,,Dalry and Fountainbridge,55.94217,-3.20863,Entire home/apt,225,1,36,2022-07-03,0.25,3,224,0,
55881,Lovely central apartment sleeps 5,264345,Susie,,Hillside and Calton Hill,55.95935,-3.17713,Entire home/apt,245,2,332,2023-09-03,2.04,1,0,0,
58682,Beautiful Apartment in Edinburgh,281109,Rona,,Comely Bank,55.95508,-3.21625,Entire home/apt,225,4,176,2024-08-26,1.31,2,98,22,EH-67902-F
74877,Stunning luxury 2 Bedroom Loft Apartment  Balcony,394949,Derek,,North Leith and Newhaven,55.97785,-3.17872,Entire home/apt,200,2,177,2024-09-08,1.14,1,208,21,
97472,"PERFECT LOCATION,FREE PARKING,WIFI",486859,Alan,,Morningside,55.93,-3.20995,Entire home/apt,75,300,36,2021-08-30,0.23,1,40,0,
112625,"Epicurean Clerk - Huge, Central",574430,Michele,,Meadows and Southside,55.93865,-3.1794,Entire home/apt,357,3,185,2024-06-23,1.15,1,57,43,
118314,Vibrant Cottage Style Flat Near Leith Links Park,597415,Daniela,,Leith (Hermitage and Prospect Bank),55.96814,-3.16032,Entire home/apt,168,2,257,2024-08-09,1.59,8,56,32,
122930,Explore the Royal Mile from a City View Apartment,615381,James,,Meadowbank and Abbeyhill North,55.95851,-3.17078,Entire home/apt,131,4,885,2024-09-02,5.60,2,241,69,EH-69876-F
142356,NewTown Heart of the Burgh - Studio,691610,Simon,,New Town West,55.95743,-3.20036,Entire home/apt,150,30,58,2023-08-31,0.36,1,176,0,
163870,Stunning 2 bedroom flat @ the Shore,129153119,Anne,,The Shore and Constitution Street,55.97511,-3.17058,Entire home/apt,126,4,345,2024-09-08,2.16,1,27,73,512373IRO
170756,Guest-room in Central Penthouse,278168,Maureen,,Tollcross,55.94385,-3.20925,Private room,81,2,617,2024-09-04,3.90,1,57,102,101002079871/ 510644
177944,Nice Central Double room including basic breakfast,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,87,3,41,2024-06-23,0.26,13,179,6,EH-70560-F
180429,Bright Central Double room including Breakfast,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,196,1,76,2023-05-21,0.48,13,179,0,EH-70560-F
214571,Awesome location on High Street,1107698,Michael,,"Old Town, Princes Street and Leith Street",55.94909,-3.19033,Entire home/apt,220,2,372,2024-08-29,2.40,1,216,42,
229494,Large Room in Quirky Wee Apartment - Arthur's Seat,1198626,Sally,,Newington and Dalkeith Road,55.94232,-3.17771,Private room,91,3,658,2024-07-29,4.18,1,208,40,
233839,Double bedroom in central Edinburgh,992589,Angie,,Drylaw,55.96401,-3.24772,Private room,30,2,456,2024-09-08,3.15,1,19,60,
256783,Double Room in Central Edinburgh. Private Shower,273097,Lyn,,Newington and Dalkeith Road,55.93966,-3.1769,Private room,85,2,402,2024-09-11,2.57,1,193,44,EH-68485-F
307715,Beside The Castle with great views,1583173,Yvonne,,"Old Town, Princes Street and Leith Street",55.94877,-3.19564,Entire home/apt,403,3,215,2024-08-19,1.41,1,90,8,
317080,Lovely Big Room 5 Min from Castle,1510582,Vroni,,Tollcross,55.94302,-3.20228,Private room,,4,139,2024-09-10,0.91,1,0,19,
327161,Drummond apt in the heart of Edinburgh's Old Town!,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94771,-3.18458,Entire home/apt,340,3,90,2024-07-07,0.63,1,44,12,
340452,"Bright, quiet & central - 1 block from tram stop",1727489,Roland,,Hillside and Calton Hill,55.95956,-3.18015,Entire home/apt,119,2,810,2024-08-26,5.32,1,36,76,
355938,Parliament Square - Royal Mile,1801836,Shahid,,"Old Town, Princes Street and Leith Street",55.94929,-3.18991,Entire home/apt,270,2,184,2024-09-11,1.23,4,304,39,
361050,Large room in disabled friendly flat - Bruntsfield,1825119,Anne,,Bruntsfield,55.93995,-3.20736,Private room,70,6,104,2024-08-25,0.69,1,181,10,101002084441
388297,Home from home by Holyrood Park -parking & garden!,1942840,Yvonne,,Willowbrae and Duddingston Village,55.95271,-3.14898,Entire home/apt,233,4,111,2024-08-26,0.75,3,171,12,101002084244
389318,"City centre. Walk to Castle, Museum etc. Own bath.",1947854,Rona,,Meadows and Southside,55.94313,-3.1808,Private room,75,2,504,2024-09-11,3.32,1,3,62,EH-67559-F
391558,"City centre, lovely reviews, near tram & train.",1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.95758,-3.18844,Entire home/apt,166,4,108,2024-08-01,0.74,1,158,23,EH-69027-F
391610,"Ensuite quiet, elegant double in traditional area",1958560,Harriet,,Shandon,55.93106,-3.23188,Private room,,3,612,2024-09-06,4.03,1,1,61,Licence number EH-68562-F
405790,Writers View - Royal Mile near Castle,1947266,John,,"Old Town, Princes Street and Leith Street",55.95006,-3.19234,Entire home/apt,155,3,120,2024-08-03,0.85,1,23,8,EH-70128-F
408831,Sunny Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.90126,-3.22007,Private room,84,2,101,2024-09-08,0.69,2,73,7,
419487,Booklover's Bed With a View,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95044,-3.19512,Entire home/apt,195,3,240,2024-09-07,1.91,1,38,39,
449083,Private Bedroom in Edinburgh,565761,Noël,,Abbeyhill,55.957,-3.16707,Private room,40,1,224,2024-09-03,3.01,1,3,91,
450745,"Flat, private parking, walking distance Royal Mile",2238338,Jen,,Newington and Dalkeith Road,55.94195920368399,-3.1789784590201173,Entire home/apt,209,2,265,2024-09-06,2.94,1,30,47,
485856,Royal Mile Apt1- Historic Old Town Centre,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95222,-3.1770599,Entire home/apt,225,2,558,2024-08-30,3.78,2,47,49,
497140,"Lovely Quiet Apartment in Gorgie, near City Centre",2452990,Barry,,Gorgie East,55.93864,-3.23089,Entire home/apt,105,2,69,2024-09-07,0.46,1,5,6,
500696,Castle view apartment in city centre | 1 bed,224444157,Sue And Grant,,Tollcross,55.94451,-3.2036,Entire home/apt,124,3,404,2024-09-10,2.70,17,47,59,
513895,5* Beautiful City Centre Apart close to Castle,2531629,Karyn,,Deans Village,55.95005,-3.21074,Entire home/apt,314,2,151,2024-08-24,1.36,1,248,19,
516445,The Park - Holyrood Road Apartment with parking,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95101,-3.17653,Entire home/apt,270,2,221,2024-09-07,1.50,4,313,28,
520802,"Gorgeous Apartment with Stunning Views, Old Town",2562187,Marta,,Abbeyhill,55.95397,-3.16811,Entire home/apt,230,2,284,2024-08-31,1.92,1,66,80,EH-68580-P
521385,Beautiful Grassmarket Apartment,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94694,-3.19443,Entire home/apt,233,3,333,2024-08-27,2.24,2,313,26,EH-69550-P
530628,"Stylish Central, Six Bed TownHouse +fast wifi",2605039,Jon,,Deans Village,55.94924,-3.21623,Entire home/apt,392,1,255,2024-07-23,1.72,2,243,27,
531292,EDINBURGH ROYAL MILE APARTMENT,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95067,-3.18424,Entire home/apt,131,2,666,2024-09-10,4.61,1,68,74,
562350,Walter Scott Suite Luxury apt stunning Castle view,2765595,Morris,,Deans Village,55.95246,-3.20368,Entire home/apt,275,3,91,2024-08-17,0.66,3,254,22,
573745,Beautiful Two bed Apartment in Leith,2823210,Jessica,,South Leith,55.96673,-3.17416,Entire home/apt,88,3,392,2024-09-12,2.66,1,25,88,
579038,"Overlooking Leith-Links home of golf, free parking",2765595,Morris,,The Shore and Constitution Street,55.97177,-3.16851,Entire home/apt,275,3,55,2024-09-02,0.41,3,307,23,
591360,FUNKY 3BR apartment in quiet central neighbourhood,2918371,Rachel,,New Town East and Gayfield,55.9589,-3.18714,Entire home/apt,181,3,406,2024-09-11,2.79,1,47,61,Pending licence application submitted . Temp licence number EH-70295-P
603443,"2 Bedroom 1 Bathroom Apartment, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95029,-3.18979,Entire home/apt,285,5,63,2024-08-19,0.79,14,353,25,
603446,"2 Bedroom 1 Bath Apartment, Lawnmarket, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,305,5,62,2024-08-11,0.43,14,336,25,
603501,"1 Bedroom Penthouse, Royal Mile Residence,",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,192,5,57,2024-08-27,0.42,14,284,27,
603502,1 Bedroom 1 Bathroom ROYAL MILE RESIDENCE,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,176,5,72,2024-08-27,1.04,14,320,27,
603671,4 Bedroom 3 Bath Royal Mile Apart for 10 guests!,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,595,3,58,2024-09-08,0.40,14,348,29,
603672,Royal Mile 4 Bedroom and 3 Bathroom Apt for 10 per,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,699,3,48,2024-08-28,0.45,14,326,29,
603674,Royal Mile 4 Bedroom 4 bathroom Apartment,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95017,-3.18902,Entire home/apt,988,3,91,2024-09-09,0.63,14,335,17,
603996,Ocean's 2 Bedroom Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,854,2,101,2020-03-27,1.02,6,114,0,
607248,"VINTAGE apt,pvt GARDEN,wifiNEW TOWN",3008499,Rebecca,,Broughton South,55.96234,-3.1907,Entire home/apt,106,1,697,2024-09-01,4.73,53,305,76,
612137,Double bedroom in quiet flat close to city centre,2056916,Jennet,,Marchmont West,55.936199,-3.195545,Private room,98,1,440,2024-08-21,2.99,1,40,46,EH-69306-F
615726,"Bright, spacious Victorian flat,",2717567,Carl,,Morningside,55.9255,-3.20878,Entire home/apt,160,35,76,2024-08-26,0.53,1,241,6,
622225,"Central, comfy 2 bed flat, free parking",3084267,Belinda,,"Canongate, Southside and Dumbiedykes",55.94474,-3.18217,Entire home/apt,230,3,24,2024-08-25,0.16,1,41,2,
627527,"Double room,Private  Bathroom , Free Parking,",3110470,Alan,,Broughton North and Powderhall,55.96706,-3.19422,Private room,93,1,547,2024-09-12,3.71,1,49,118,EH-700-76-F
639079,Smart Apartment by Edinburgh Castle,3149701,Eleanor,,"Old Town, Princes Street and Leith Street",55.94677,-3.19752,Entire home/apt,216,3,273,2024-09-08,1.86,2,34,26,EH-66963-F
639942,Home from Home at Number 2,3195122,Tamsin,,Hillside and Calton Hill,55.95918,-3.17219,Entire home/apt,157,2,132,2024-08-28,0.91,1,248,12,Case Reference Number 101002081440
640398,Spacious Twin Room in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92795,-3.17312,Private room,,2,96,2020-01-01,0.65,4,0,0,
641458,Ocean's Family Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,1074,2,145,2023-10-08,1.44,6,109,1,
641460,Longstay Apartment · 2 Bedroom Apartment for 5,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,,4,82,2023-08-12,0.61,6,0,0,
641461,"Two Bedroom Apartment, sleeping up to 5 persons.",2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,,4,127,2024-06-10,1.23,6,0,1,
643693,Central Garden Flat + Car Parking,3149701,Eleanor,,Newington and Dalkeith Road,55.94272,-3.17773,Entire home/apt,214,3,163,2024-09-08,1.11,2,50,18,EH-73213-F
647326,"Superb, Luxurious Leith Flat",3245297,Geoff,,The Shore and Constitution Street,55.97492,-3.16259,Entire home/apt,,3,46,2024-08-11,0.42,1,1,7,
662990,The Broughton Road Residence,646220,Reserve,,Broughton North and Powderhall,55.96274,-3.19538,Entire home/apt,154,1,34,2024-08-04,0.24,46,274,10,
675104,"Double Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93723,-3.1898,Private room,171,3,22,2019-11-30,0.16,2,0,0,
702800,Courtyard setting near Airport-1,3608201,John,,"Ratho, Ingliston and Gogar",55.91451,-3.34677,Entire home/apt,200,2,561,2024-09-08,4.07,3,79,47,
706832,"Central, elegant, bright loft with stunning views.",3632860,Sam,,Hillside and Calton Hill,55.95996,-3.17707,Entire home/apt,321,2,359,2024-09-04,2.64,1,275,64,
707097,Central Royal Mile Apartment 3 bedrooms 2 bathroom,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.9498,-3.18354,Entire home/apt,357,2,68,2023-07-30,0.48,16,344,0,
728199,"Private room in central, spacious and comfy flat",3776412,Tom,,Polwarth,55.93692,-3.22414,Private room,60,1,432,2024-09-09,2.98,1,115,44,EH-71471-F
732008,51 18 Caledonian Crescent,3810279,Frederika And Agnes,,Dalry and Fountainbridge,55.94192,-3.21878,Entire home/apt,275,2,385,2024-09-08,2.76,2,152,64,
744710,Refurbished Flat in a Georgian Era Building in New Town,3737047,Gareth,,Deans Village,55.95324370485115,-3.2014744471171492,Entire home/apt,217,2,254,2024-09-06,1.78,1,94,34,
754100,Historic City Centre/Royal Mile. Free parking,3967512,Keith,,"Canongate, Southside and Dumbiedykes",55.95102,-3.1803,Entire home/apt,224,3,497,2024-09-06,3.62,5,287,96,EH-72861-F
767532,"Jeffrey St (Flat 14), Royal Mile, Old Town",4048288,Martin,,"Old Town, Princes Street and Leith Street",55.95087,-3.18424,Entire home/apt,117,4,120,2024-09-05,0.86,9,31,42,EH-68837-P
821573,Royal Mile- lovely 1600's Close,372744,Richard,,"Canongate, Southside and Dumbiedykes",55.95343,-3.17467,Entire home/apt,211,2,103,2024-08-28,0.77,3,211,36,
822829,Fabulous City Center Apartment Edin,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.9562,-3.19168,Entire home/apt,,2,228,2024-08-18,1.63,3,0,32,
834777,2 bed / 2 bath central apartment - high spec,2765595,Morris,,Deans Village,55.95202,-3.20342,Entire home/apt,266,2,93,2024-08-28,0.73,3,159,27,
835396,Warrender Apartment Edinburgh,4368884,Peter,,Marchmont West,55.93634,-3.1984,Entire home/apt,179,2,312,2024-08-26,2.23,1,19,37,
838551,"Twin Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93922,-3.19157,Private room,164,2,72,2020-03-09,0.58,2,0,0,
839192,Lovely Double/Twin in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92621,-3.17274,Private room,,2,18,2018-04-03,0.13,4,0,0,
850755,The Hart Street Residence,646220,Reserve,,New Town East and Gayfield,55.95955,-3.18734,Entire home/apt,190,1,36,2024-08-04,0.27,46,188,9,
860170,Classical Apartment on Royal Mile,1366276,Calim,,"Old Town, Princes Street and Leith Street",55.94927,-3.19407,Entire home/apt,226,4,1050,2024-09-11,7.51,2,0,79,EH-70115-F
868144,City centre grandeur,3540665,Abbey,,Canonmills and New Town North,55.95896,-3.19764,Entire home/apt,175,5,109,2024-09-01,0.79,2,24,18,
893085,The David Hume Residence (Edinburgh),646220,Reserve,,"Old Town, Princes Street and Leith Street",55.95007,-3.1927,Entire home/apt,282,1,30,2024-05-14,0.40,46,145,7,
897444,Central Georgian house in Edinburgh,4788004,Tom,,Abbeyhill,55.95633,-3.17089,Entire home/apt,313,2,84,2024-08-10,0.64,1,35,4,
904137,VERY central 1 bed apt - Wi-Fi and PS2!,1942840,Yvonne,,Hillside and Calton Hill,55.9609,-3.17576,Entire home/apt,151,4,447,2024-08-24,3.21,3,153,23,101002082635
904992,The Lochend Park View Residence,646220,Reserve,,Meadowbank and Abbeyhill North,55.96024,-3.16119,Entire home/apt,196,1,22,2024-06-17,0.26,46,307,6,
984764,"The Royal Mile Apartment, Edinburgh",793141,Marion,,"Old Town, Princes Street and Leith Street",55.95164,-3.18216,Entire home/apt,420,2,229,2024-08-03,1.66,2,25,3,
987075,Stunning Entire 3-BR Hidden Gem in City Centre,3347799,Craig,,New Town West,55.95773,-3.19923,Entire home/apt,340,3,224,2024-08-28,1.61,31,175,43,
989270,Luxury double with own bathroom & lounge,5430762,Ben,,"Inverleith, Goldenacre and Warriston",55.96769,-3.20903,Private room,70,1,18,2018-08-27,0.18,3,219,0,
996902,Lovely double bedroom near the sea,3300633,Sarah,,Portobello,55.9513,-3.11469,Private room,59,5,63,2024-08-10,0.51,1,107,22,EH-69570-P
1012100,Grassmarket & Castle Views in Central Edinburgh,5568021,Susan & Amit,,"Old Town, Princes Street and Leith Street",55.94733,-3.19475,Entire home/apt,150,3,264,2024-08-20,1.91,1,87,45,
1037544,Penthouse room on the seafront in Edinburgh,5711578,Dan And Alex,,Granton and Royston Mains,55.98509,-3.22858,Private room,76,3,387,2024-09-07,2.81,1,120,38,EH-67187-P
1062976,Charming & central double bedroom,5850931,Amanda,,Stockbridge,55.96068,-3.20987,Private room,140,1,54,2024-04-14,0.40,2,180,4,
1063926,High St Flat - Amazing Views!,5856601,Jo,,"Old Town, Princes Street and Leith Street",55.95144,-3.19047,Entire home/apt,214,1,299,2024-06-19,2.43,2,328,13,EH-71085-F
1064939,Central yet quiet with parking,3540665,Abbey,,"Canongate, Southside and Dumbiedykes",55.951126,-3.176156,Entire home/apt,222,2,406,2024-09-13,3.01,2,219,66,506892 - EH-68098-P
1081177,Double room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95508,-3.20249,Private room,185,1,57,2024-09-04,0.41,2,0,22,
1086477,Portobello Edinburgh Seaside Flat,5971888,Anita,,Portobello,55.95537,-3.11323,Entire home/apt,140,2,39,2023-08-25,0.29,2,0,0,
1095832,The Ramp House with hydrospa,2550832,Thea,,Joppa,55.95195,-3.10848,Entire home/apt,140,3,25,2019-07-26,0.18,1,200,0,
1102389,Spacious  3 bedroom flat walk to all attractions,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,250,1,21,2024-02-25,0.16,6,39,2,
1113934,"A sunny garden house, Edinburgh",4753573,Fiona,,Corstorphine,55.94083,-3.27452,Entire home/apt,115,5,141,2024-08-22,1.03,1,40,9,EH-69314-P
1144993,"Picardy Place Apartment, Edinburgh.",6278119,Giovanna,,"Old Town, Princes Street and Leith Street",55.95627,-3.18481,Entire home/apt,342,2,168,2024-09-04,1.24,1,258,28,101002079746
1186205,"3 bedroom, central, sunny, great views perfect",6055151,Daniela,,Meadows and Southside,55.94173,-3.20074,Entire home/apt,250,1,262,2024-09-01,2.05,6,39,45,
1197834,Twin room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95656,-3.20055,Private room,150,1,205,2024-09-11,1.57,2,2,53,
1202178,Great View flat in centre 3 bedroom flat,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,249,1,462,2024-08-25,3.42,6,39,40,
1225230,Quiet location.  15 minutes from airport,6682687,Joyce,,Queensferry East,55.989097595214844,-3.3944520950317383,Private room,64,1,193,2023-08-30,1.41,2,1,0,
1226054,Central apartment with castle view,6687814,Charlotte,,"Old Town, Princes Street and Leith Street",55.94644,-3.19969,Entire home/apt,120,4,947,2024-09-12,6.91,2,19,74,
1232851,"Central, Spacious, Accessible Apt, with parking.",6711320,Edele,,Broughton South,55.96285,-3.18715,Entire home/apt,214,2,136,2024-08-23,1.08,1,32,36,EH-68428-F
1237714,carlton · CITY RETREAT EDINBURGH city centre,6748379,City Retreat,,Hillside and Calton Hill,55.95627,-3.17459,Entire home/apt,557,1,105,2024-09-05,0.81,8,310,15,
1268676,Apartment with City View near to Edinburgh Centre.,6905817,Fiona,,Blackhall,55.95743,-3.24437,Entire home/apt,164,2,127,2024-09-10,1.08,1,288,38,CEC STL Licence No. EH-70114-F
1270267,Basement garden flat nr Leith shore,6913447,Julie,,North Leith and Newhaven,55.97533,-3.18155,Entire home/apt,119,3,2,2013-08-11,0.01,1,330,0,
1293370,Super King room in the heart of town,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95456,-3.18601,Private room,98,1,1123,2024-09-12,8.26,2,292,94,
1293596,Cozy double room in the heart of Edinburgh,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95448,-3.18603,Private room,85,1,1102,2024-09-09,8.09,2,310,83,
1295662,Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.90021,-3.21964,Private room,50,2,30,2019-05-28,0.22,2,63,0,
1316783,"Elegant, Central, Six Bed Townhouse fast Wifi",2605039,Jon,,Deans Village,55.95108,-3.21628,Entire home/apt,336,1,195,2024-08-26,1.44,2,241,14,
1329076,New Town 2bed in fantastic location,6200921,Eddie,,"Old Town, Princes Street and Leith Street",55.95722,-3.18732,Entire home/apt,174,2,326,2024-09-11,2.41,22,113,71,
1339376,Lovely central double room + bkfst,7263121,Cary,,Bruntsfield,55.939,-3.2093,Private room,103,2,440,2024-08-26,3.26,1,31,40,EH-68439-F
1346640,Stunning New Town Apartment,7305970,Jennifer,,New Town West,55.9570838224998,-3.2002712061983654,Entire home/apt,190,3,227,2024-09-11,1.68,1,308,38,
1360543,Lovely Room Magnificent Townhouse,7385507,Jim,,Deans Village,55.94985,-3.21821,Private room,100,90,18,2018-01-03,0.13,1,12,0,
1369628,3 b/r flat to let in Newington (MS),7268167,John,,Meadows and Southside,55.9431,-3.17991,Entire home/apt,250,3,17,2024-07-31,0.14,3,35,5,
1376104,"2 BD Central Gdn flat, St Leonards",6716404,Conrad,,"Canongate, Southside and Dumbiedykes",55.94543,-3.17936,Entire home/apt,179,2,57,2024-09-06,0.42,1,6,7,EH-68545-F
1382074,Heart of old town - entire flat,7483767,Sam,,"Old Town, Princes Street and Leith Street",55.95126689857571,-3.191127045899806,Entire home/apt,129,2,318,2024-08-26,2.36,3,88,63,
1429868,"Ideal House, Leith, Edinburgh",6207176,Janice,,The Shore and Constitution Street,55.97485,-3.16822,Entire home/apt,451,4,266,2024-08-02,1.97,1,206,29,
1443526,Botanic Gardens double bed en suite,7751141,Gina,,"Inverleith, Goldenacre and Warriston",55.96547,-3.2023,Private room,80,2,173,2024-09-12,1.28,1,0,24,
1455678,Lovely sunny double room on Rankeillor Street.,3503210,Toby,,Meadows and Southside,55.94116,-3.18201,Private room,120,21,19,2024-07-13,0.18,4,315,5,EH-70315-P
1455797,Lovely spacious room on Rankeillor Street.,3503210,Toby,,Meadows and Southside,55.94328,-3.1821,Private room,111,21,19,2024-08-28,0.18,4,178,5,EH-70315-P
1464905,Lovely Leith 1 Bedroom Flat,7848001,Sarah,,South Leith,55.96633,-3.17098,Entire home/apt,198,3,20,2020-01-01,0.15,1,365,0,
1466786,Beautiful room in the Dell!,7407689,Anne-Marie,,Colinton and Kingsknowe,55.90926,-3.25706,Private room,59,3,204,2024-09-07,1.52,3,228,35,
1471134,Private Double en-suite bedroom,7876276,Rupa,,Muirhouse,55.96955,-3.2648,Private room,66,7,0,,,1,365,0,
1482995,"Luxury Holyrood flat, free parking",4103872,Anne,,Abbeyhill,55.95536,-3.16671,Entire home/apt,216,3,129,2024-08-26,0.98,1,323,31,
1520120,Holyrood Park apartment,8113735,Petrea,,Meadowbank and Abbeyhill North,55.95563,-3.16069,Entire home/apt,202,2,343,2024-09-02,2.57,1,270,60,EH-69575-F
1521555,"Relax at a Cozy, Quirky Flat",8062516,Jean-Luc,,Broughton South,55.96199,-3.19169,Entire home/apt,360,2,267,2024-02-26,2.59,1,5,32,
1533442,"Stunning Penthouse, Free Parking!",2564448,Fiona,,Broughton South,55.96254,-3.18572,Entire home/apt,450,2,212,2024-08-26,1.61,2,297,24,EH-69539-P
1553455,Old Town flat with open views,8272546,Andrew,,"Old Town, Princes Street and Leith Street",55.94649,-3.18882,Entire home/apt,88,90,157,2024-08-31,2.12,4,213,3,
1556996,Vibrant Flat with Fantastic Views by the Royal Mile,8272546,Andrew,,"Old Town, Princes Street and Leith Street",55.94996,-3.19365,Entire home/apt,189,3,264,2024-08-27,3.52,4,208,51,
1559515,The York Place Residence,646220,Reserve,,New Town East and Gayfield,55.95722,-3.19257,Entire home/apt,410,1,60,2024-08-02,0.53,46,168,12,
1563509,Spacious Double bed Room,7173955,Gladys Kitying,,South Leith,55.96515616930172,-3.1701122224330898,Private room,130,5,0,,,1,87,0,
1573428,Charming Renovated 19th-century Coach House,8307317,Ali & Al,,Newington and Dalkeith Road,55.93807,-3.17537,Entire home/apt,115,2,357,2024-09-07,2.66,1,158,23,EH-70900-F
1588570,Walk along the Royal Mile from an Elegant Apartment,5281968,Wendy,,"Old Town, Princes Street and Leith Street",55.95066,-3.19206,Entire home/apt,191,2,343,2024-09-02,3.13,1,218,63,101002083753
1612493,"V. comfortable double bedroom, ensuite shower/wc",8584541,Louise And Jim,,Liberton West and Braid Hills,55.91302,-3.16934,Private room,83,2,135,2024-09-07,1.02,1,207,57,
1630710,Spacious Old Town Apartment with 2 Bathrooms,8665862,Jana,,"Old Town, Princes Street and Leith Street",55.94819,-3.18548,Entire home/apt,137,7,354,2024-08-27,2.68,2,211,33,EH-71097-F
1676884,"Royal Mile One Apartment, city centre",7741329,Trudi,,"Canongate, Southside and Dumbiedykes",55.95256,-3.17714,Entire home/apt,303,1,343,2024-08-18,2.81,3,342,40,101002077284
1705599,Small double bedroom en-suite,9002395,Irene,,Newington and Dalkeith Road,55.9339948,-3.1730956,Private room,80,1,0,,,3,213,0,
1705648,"Quiet Royal Mile Flat, own door on secluded square",9002556,Alan,,"Old Town, Princes Street and Leith Street",55.94806,-3.18746,Entire home/apt,118,3,578,2024-08-31,4.42,1,97,75,EH-70203-F
1724079,"City Centre Suite, Edinburgh",7182547,Keiko & Donald,,"Old Town, Princes Street and Leith Street",55.9549,-3.19124,Entire home/apt,150,2,421,2024-09-01,3.21,1,15,52,
1744689,Free Private Parking: Holyroodhouse Palace Apt.,9183864,Deborah,,"Canongate, Southside and Dumbiedykes",55.95399,-3.17409,Entire home/apt,197,1,731,2024-09-10,5.49,1,333,86,EH-510493-P
1803803,Courtyard setting near airport-2,3608201,John,,"Ratho, Ingliston and Gogar",55.91378,-3.34964,Private room,130,2,398,2024-09-08,3.01,3,94,65,
1813469,Central 2bd g/floor flat w/ parking,9322146,Catherine,,Broughton North and Powderhall,55.96445,-3.19971,Entire home/apt,76,2,307,2023-10-01,2.42,1,0,5,
1824918,charming flat in stockbridge,5850931,Amanda,,Stockbridge,55.96057,-3.20846,Entire home/apt,229,2,98,2024-08-15,0.78,2,200,13,
1830150,Royal Mile Apt4 -Historic Old Town Centre,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95078,-3.183,Entire home/apt,201,2,398,2024-08-25,3.06,2,227,42,
